X,Y,OBJECTID,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Recovered,Deaths,Active,Admin2,FIPS,Combined_Key
-68.99,12.1696,414,Curacao,Netherlands,2020/09/05 09:28:32+00,12.1696,-68.99,78,39,1,38,,,"Curacao, Netherlands"
6.618435,52.862485,415,Drenthe,Netherlands,2020/09/05 09:28:32+00,52.862485,6.618435,615,0,41,574,,,"Drenthe, Netherlands"
5.515162,52.550383,416,Flevoland,Netherlands,2020/09/05 09:28:32+00,52.550383,5.515162,1370,0,95,1275,,,"Flevoland, Netherlands"
5.7925,53.087337,417,Friesland,Netherlands,2020/09/05 09:28:32+00,53.087337,5.7925,838,0,69,769,,,"Friesland, Netherlands"
5.939114,52.061738,418,Gelderland,Netherlands,2020/09/05 09:28:32+00,52.061738,5.939114,7592,0,689,6903,,,"Gelderland, Netherlands"
6.741514,53.217922,419,Groningen,Netherlands,2020/09/05 09:28:32+00,53.217922,6.741514,619,0,19,600,,,"Groningen, Netherlands"
5.93387,51.209227,420,Limburg,Netherlands,2020/09/05 09:28:32+00,51.209227,5.93387,5509,0,757,4752,,,"Limburg, Netherlands"
5.184942,51.561174,421,Noord-Brabant,Netherlands,2020/09/05 09:28:32+00,51.561174,5.184942,12474,0,1550,10924,,,"Noord-Brabant, Netherlands"
4.918688,52.600906,422,Noord-Holland,Netherlands,2020/09/05 09:28:32+00,52.600906,4.918688,13110,0,830,12280,,,"Noord-Holland, Netherlands"
6.441722,52.444558,423,Overijssel,Netherlands,2020/09/05 09:28:32+00,52.444558,6.441722,3548,0,314,3234,,,"Overijssel, Netherlands"
-63.0548,18.0425,424,Sint Maarten,Netherlands,2020/09/05 09:28:32+00,18.0425,-63.0548,511,302,19,190,,,"Sint Maarten, Netherlands"
,,425,Unknown,Netherlands,2020/09/05 09:28:32+00,,,635,0,18,617,,,"Unknown, Netherlands"
5.163824,52.084251,426,Utrecht,Netherlands,2020/09/05 09:28:32+00,52.084251,5.163824,5699,0,436,5263,,,"Utrecht, Netherlands"
3.861559,51.47936,427,Zeeland,Netherlands,2020/09/05 09:28:32+00,51.47936,3.861559,1065,0,72,993,,,"Zeeland, Netherlands"
4.462114,51.937835,428,Zuid-Holland,Netherlands,2020/09/05 09:28:32+00,51.937835,4.462114,20134,0,1347,18787,,,"Zuid-Holland, Netherlands"
174.886,-40.9006,429,,New Zealand,2020/09/05 09:28:32+00,-40.9006,174.886,1767,1631,24,112,,,New Zealand
-85.207229,12.865416,430,,Nicaragua,2020/09/05 09:28:32+00,12.865416,-85.207229,4668,2913,141,1614,,,Nicaragua
8.081666,17.607789,431,,Niger,2020/09/05 09:28:32+00,17.607789,8.081666,1177,1091,69,17,,,Niger
8.6753,9.082,432,,Nigeria,2020/09/05 09:28:32+00,9.082,8.6753,54743,42816,1051,10876,,,Nigeria
21.7453,41.6086,433,,North Macedonia,2020/09/05 09:28:32+00,41.6086,21.7453,14871,12054,609,2208,,,North Macedonia
8.4689,60.472,434,,Norway,2020/09/05 09:28:32+00,60.472,8.4689,11231,9348,264,1619,,,Norway
55.923255,21.512583,435,,Oman,2020/09/05 09:28:32+00,21.512583,55.923255,86380,81828,705,3847,,,Oman
73.947253,34.027401,436,Azad Jammu and Kashmir,Pakistan,2020/09/05 09:28:32+00,34.027401,73.947253,2313,2162,65,86,,,"Azad Jammu and Kashmir, Pakistan"
65.898403,28.328492,437,Balochistan,Pakistan,2020/09/05 09:28:32+00,28.328492,65.898403,13157,11861,144,1152,,,"Balochistan, Pakistan"
74.982138,35.792146,438,Gilgit-Baltistan,Pakistan,2020/09/05 09:28:32+00,35.792146,74.982138,2960,2597,71,292,,,"Gilgit-Baltistan, Pakistan"
73.121219,33.665087,439,Islamabad,Pakistan,2020/09/05 09:28:32+00,33.665087,73.121219,15726,15120,175,431,,,"Islamabad, Pakistan"
72.09169,34.485332,440,Khyber Pakhtunkhwa,Pakistan,2020/09/05 09:28:32+00,34.485332,72.09169,36498,34249,1255,994,,,"Khyber Pakhtunkhwa, Pakistan"
72.139132,30.811346,441,Punjab,Pakistan,2020/09/05 09:28:32+00,30.811346,72.139132,97118,92552,2208,2358,,,"Punjab, Pakistan"
68.776807,26.009446,442,Sindh,Pakistan,2020/09/05 09:28:32+00,26.009446,68.776807,130253,124012,2422,3819,,,"Sindh, Pakistan"
-80.7821,8.538,443,,Panama,2020/09/05 09:28:32+00,8.538,-80.7821,95596,68742,2063,24791,,,Panama
143.95555,-6.314993,444,,Papua New Guinea,2020/09/05 09:28:32+00,-6.314993,143.95555,479,232,5,242,,,Papua New Guinea
-58.4438,-23.4425,445,,Paraguay,2020/09/05 09:28:32+00,-23.4425,-58.4438,20654,10523,398,9733,,,Paraguay
-78.050172,-5.077253,446,Amazonas,Peru,2020/09/05 09:28:32+00,-5.077253,-78.050172,11320,0,192,11128,,,"Amazonas, Peru"
-77.671795,-9.407125,447,Ancash,Peru,2020/09/05 09:28:32+00,-9.407125,-77.671795,19104,0,1183,17921,,,"Ancash, Peru"
-72.975378,-14.027713,448,Apurimac,Peru,2020/09/05 09:28:32+00,-14.027713,-72.975378,3112,0,69,3043,,,"Apurimac, Peru"
-72.475539,-15.843524,449,Arequipa,Peru,2020/09/05 09:28:32+00,-15.843524,-72.475539,34419,0,1193,33226,,,"Arequipa, Peru"
-74.08344,-14.091648,450,Ayacucho,Peru,2020/09/05 09:28:32+00,-14.091648,-74.08344,8749,0,271,8478,,,"Ayacucho, Peru"
-78.745596,-6.430284,451,Cajamarca,Peru,2020/09/05 09:28:32+00,-6.430284,-78.745596,16081,0,397,15684,,,"Cajamarca, Peru"
-77.136042,-11.954609,452,Callao,Peru,2020/09/05 09:28:32+00,-11.954609,-77.136042,28207,0,1596,26611,,,"Callao, Peru"
-72.153609,-13.191068,453,Cusco,Peru,2020/09/05 09:28:32+00,-13.191068,-72.153609,16146,0,341,15805,,,"Cusco, Peru"
-75.00277,-13.023888,454,Huancavelica,Peru,2020/09/05 09:28:32+00,-13.023888,-75.00277,5016,0,87,4929,,,"Huancavelica, Peru"
-76.040642,-9.421676,455,Huanuco,Peru,2020/09/05 09:28:32+00,-9.421676,-76.040642,12974,0,344,12630,,,"Huanuco, Peru"
-75.574821,-14.235097,456,Ica,Peru,2020/09/05 09:28:32+00,-14.235097,-75.574821,22006,0,1481,20525,,,"Ica, Peru"
-74.876968,-11.541783,457,Junin,Peru,2020/09/05 09:28:32+00,-11.541783,-74.876968,15692,0,671,15021,,,"Junin, Peru"
-78.370238,-7.92139,458,La Libertad,Peru,2020/09/05 09:28:32+00,-7.92139,-78.370238,23335,0,2082,21253,,,"La Libertad, Peru"
-79.824113,-6.353049,459,Lambayeque,Peru,2020/09/05 09:28:32+00,-6.353049,-79.824113,22698,0,1602,21096,,,"Lambayeque, Peru"
-76.604498,-11.766533,460,Lima,Peru,2020/09/05 09:28:32+00,-11.766533,-76.604498,318822,0,13167,305655,,,"Lima, Peru"
-74.424115,-4.124847,461,Loreto,Peru,2020/09/05 09:28:32+00,-4.124847,-74.424115,16196,0,924,15272,,,"Loreto, Peru"
-70.53172,-11.972699,462,Madre de Dios,Peru,2020/09/05 09:28:32+00,-11.972699,-70.53172,6380,0,131,6249,,,"Madre de Dios, Peru"
-70.839046,-16.860271,463,Moquegua,Peru,2020/09/05 09:28:32+00,-16.860271,-70.839046,9507,0,235,9272,,,"Moquegua, Peru"
-75.307635,-10.39655,464,Pasco,Peru,2020/09/05 09:28:32+00,-10.39655,-75.307635,4039,0,91,3948,,,"Pasco, Peru"
-80.335861,-5.133361,465,Piura,Peru,2020/09/05 09:28:32+00,-5.133361,-80.335861,30079,0,1845,28234,,,"Piura, Peru"
-69.922726,-14.995827,466,Puno,Peru,2020/09/05 09:28:32+00,-14.995827,-69.922726,9374,0,246,9128,,,"Puno, Peru"
-76.729127,-7.039531,467,San Martin,Peru,2020/09/05 09:28:32+00,-7.039531,-76.729127,14263,0,665,13598,,,"San Martin, Peru"
-70.27756,-17.644161,468,Tacna,Peru,2020/09/05 09:28:32+00,-17.644161,-70.27756,9217,0,157,9060,,,"Tacna, Peru"
-80.545255,-3.857496,469,Tumbes,Peru,2020/09/05 09:28:32+00,-3.857496,-80.545255,5908,0,283,5625,,,"Tumbes, Peru"
-73.444929,-9.621718,470,Ucayali,Peru,2020/09/05 09:28:32+00,-9.621718,-73.444929,14204,0,301,13903,,,"Ucayali, Peru"
,,471,Unknown,Peru,2020/09/05 09:28:32+00,,,0,498523,0,-498523,,,"Unknown, Peru"
121.774017,12.879721,472,,Philippines,2020/09/05 09:28:32+00,12.879721,121.774017,234570,161668,3790,69112,,,Philippines
19.1451,51.9194,473,,Poland,2020/09/05 09:28:32+00,51.9194,19.1451,70387,52346,2113,15928,,,Poland
-8.2245,39.3999,474,,Portugal,2020/09/05 09:28:32+00,39.3999,-8.2245,59457,42576,1833,15048,,,Portugal
51.1839,25.3548,475,,Qatar,2020/09/05 09:28:32+00,25.3548,51.1839,119637,116538,201,2898,,,Qatar
24.9668,45.9432,476,,Romania,2020/09/05 09:28:32+00,45.9432,24.9668,92595,39626,3812,49157,,,Romania
40.1520421,44.6939006,477,Adygea Republic,Russia,2020/09/05 09:28:32+00,44.6939006,40.1520421,3480,2964,29,487,,,"Adygea Republic, Russia"
82.6931424,52.6932243,478,Altai Krai,Russia,2020/09/05 09:28:32+00,52.6932243,82.6931424,12033,10820,123,1090,,,"Altai Krai, Russia"
86.8572186,50.7114101,479,Altai Republic,Russia,2020/09/05 09:28:32+00,50.7114101,86.8572186,2252,1945,8,299,,,"Altai Republic, Russia"
128.437295,52.8032368,480,Amur Oblast,Russia,2020/09/05 09:28:32+00,52.8032368,128.437295,3537,3119,47,371,,,"Amur Oblast, Russia"
43.1221646,63.5589686,481,Arkhangelsk Oblast,Russia,2020/09/05 09:28:32+00,63.5589686,43.1221646,11131,9222,254,1655,,,"Arkhangelsk Oblast, Russia"
47.608851,47.1878186,482,Astrakhan Oblast,Russia,2020/09/05 09:28:32+00,47.1878186,47.608851,5894,5630,79,185,,,"Astrakhan Oblast, Russia"
57.1439682,54.8573563,483,Bashkortostan Republic,Russia,2020/09/05 09:28:32+00,54.8573563,57.1439682,7949,7081,29,839,,,"Bashkortostan Republic, Russia"
37.5837615,50.7080119,484,Belgorod Oblast,Russia,2020/09/05 09:28:32+00,50.7080119,37.5837615,7569,6956,54,559,,,"Belgorod Oblast, Russia"
33.415853,52.8873315,485,Bryansk Oblast,Russia,2020/09/05 09:28:32+00,52.8873315,33.415853,8370,6828,35,1507,,,"Bryansk Oblast, Russia"
109.492143,52.7182426,486,Buryatia Republic,Russia,2020/09/05 09:28:32+00,52.7182426,109.492143,5481,4597,55,829,,,"Buryatia Republic, Russia"
45.6985005,43.3976147,487,Chechen Republic,Russia,2020/09/05 09:28:32+00,43.3976147,45.6985005,2296,1661,39,596,,,"Chechen Republic, Russia"
61.1865846,54.4223954,488,Chelyabinsk Oblast,Russia,2020/09/05 09:28:32+00,54.4223954,61.1865846,14000,9793,108,4099,,,"Chelyabinsk Oblast, Russia"
169.4900869,66.0006475,489,Chukotka Autonomous Okrug,Russia,2020/09/05 09:28:32+00,66.0006475,169.4900869,174,167,2,5,,,"Chukotka Autonomous Okrug, Russia"
47.0849429,55.4259922,490,Chuvashia Republic,Russia,2020/09/05 09:28:32+00,55.4259922,47.0849429,7923,6553,73,1297,,,"Chuvashia Republic, Russia"
47.1332224,43.0574916,491,Dagestan Republic,Russia,2020/09/05 09:28:32+00,43.0574916,47.1332224,11367,9877,507,983,,,"Dagestan Republic, Russia"
45.0171355200001,43.1154207500001,492,Ingushetia Republic,Russia,2020/09/05 09:28:32+00,43.11542075,45.01713552,4547,3983,76,488,,,"Ingushetia Republic, Russia"
104.719221,56.6370122,493,Irkutsk Oblast,Russia,2020/09/05 09:28:32+00,56.6370122,104.719221,17184,13393,254,3537,,,"Irkutsk Oblast, Russia"
41.4352137,56.9167446,494,Ivanovo Oblast,Russia,2020/09/05 09:28:32+00,56.9167446,41.4352137,7591,6305,121,1165,,,"Ivanovo Oblast, Russia"
132.6630746,48.57527615,495,Jewish Autonomous Okrug,Russia,2020/09/05 09:28:32+00,48.57527615,132.6630746,663,577,9,77,,,"Jewish Autonomous Okrug, Russia"
43.5978976,43.4806048,496,Kabardino-Balkarian Republic,Russia,2020/09/05 09:28:32+00,43.4806048,43.5978976,6659,6171,79,409,,,"Kabardino-Balkarian Republic, Russia"
21.1489473,54.7293041,497,Kaliningrad Oblast,Russia,2020/09/05 09:28:32+00,54.7293041,21.1489473,3523,2879,58,586,,,"Kaliningrad Oblast, Russia"
45.3275745,46.2313018,498,Kalmykia Republic,Russia,2020/09/05 09:28:32+00,46.2313018,45.3275745,4655,2885,56,1714,,,"Kalmykia Republic, Russia"
35.5272854,54.4382773,499,Kaluga Oblast,Russia,2020/09/05 09:28:32+00,54.4382773,35.5272854,8195,7043,69,1083,,,"Kaluga Oblast, Russia"
160.0383819,57.1914882,500,Kamchatka Krai,Russia,2020/09/05 09:28:32+00,57.1914882,160.0383819,3929,3194,42,693,,,"Kamchatka Krai, Russia"
41.7267991,43.7368326,501,Karachay-Cherkess Republic,Russia,2020/09/05 09:28:32+00,43.7368326,41.7267991,5399,4468,28,903,,,"Karachay-Cherkess Republic, Russia"
33.4920267,62.6194031,502,Karelia Republic,Russia,2020/09/05 09:28:32+00,62.6194031,33.4920267,3264,2361,16,887,,,"Karelia Republic, Russia"
87.342861,54.5335781,503,Kemerovo Oblast,Russia,2020/09/05 09:28:32+00,54.5335781,87.342861,6880,5099,48,1733,,,"Kemerovo Oblast, Russia"
136.121524,51.6312684,504,Khabarovsk Krai,Russia,2020/09/05 09:28:32+00,51.6312684,136.121524,10419,8288,93,2038,,,"Khabarovsk Krai, Russia"
91.4429362700001,53.72258845,505,Khakassia Republic,Russia,2020/09/05 09:28:32+00,53.72258845,91.44293627,3529,3195,47,287,,,"Khakassia Republic, Russia"
69.0982628,61.0259025,506,Khanty-Mansi Autonomous Okrug,Russia,2020/09/05 09:28:32+00,61.0259025,69.0982628,19967,18942,174,851,,,"Khanty-Mansi Autonomous Okrug, Russia"
49.4074599,57.9665589,507,Kirov Oblast,Russia,2020/09/05 09:28:32+00,57.9665589,49.4074599,6877,5172,98,1607,,,"Kirov Oblast, Russia"
54.3326073,63.9881421,508,Komi Republic,Russia,2020/09/05 09:28:32+00,63.9881421,54.3326073,6716,5854,85,777,,,"Komi Republic, Russia"
44.2533273,58.424756,509,Kostroma Oblast,Russia,2020/09/05 09:28:32+00,58.424756,44.2533273,3696,2712,41,943,,,"Kostroma Oblast, Russia"
39.0261044,45.7684014,510,Krasnodar Krai,Russia,2020/09/05 09:28:32+00,45.7684014,39.0261044,11654,9540,191,1923,,,"Krasnodar Krai, Russia"
97.0979974,63.3233807,511,Krasnoyarsk Krai,Russia,2020/09/05 09:28:32+00,63.3233807,97.0979974,17413,13813,501,3099,,,"Krasnoyarsk Krai, Russia"
64.5632681,55.7655302,512,Kurgan Oblast,Russia,2020/09/05 09:28:32+00,55.7655302,64.5632681,3096,2710,19,367,,,"Kurgan Oblast, Russia"
36.4852695,51.6568453,513,Kursk Oblast,Russia,2020/09/05 09:28:32+00,51.6568453,36.4852695,7269,6183,54,1032,,,"Kursk Oblast, Russia"
32.3925325,60.1853296,514,Leningrad Oblast,Russia,2020/09/05 09:28:32+00,60.1853296,32.3925325,6978,5111,82,1785,,,"Leningrad Oblast, Russia"
39.1122664,52.6935178,515,Lipetsk Oblast,Russia,2020/09/05 09:28:32+00,52.6935178,39.1122664,5257,4721,30,506,,,"Lipetsk Oblast, Russia"
153.9903764,62.48858785,516,Magadan Oblast,Russia,2020/09/05 09:28:32+00,62.48858785,153.9903764,2049,1686,18,345,,,"Magadan Oblast, Russia"
47.8817512,56.5767504,517,Mari El Republic,Russia,2020/09/05 09:28:32+00,56.5767504,47.8817512,4343,3880,41,422,,,"Mari El Republic, Russia"
44.4661144,54.4419829,518,Mordovia Republic,Russia,2020/09/05 09:28:32+00,54.4419829,44.4661144,5620,4433,38,1149,,,"Mordovia Republic, Russia"
37.6174943,55.7504461,519,Moscow,Russia,2020/09/05 09:28:32+00,55.7504461,37.6174943,265737,220407,4878,40452,,,"Moscow, Russia"
38.0353929,55.5043158,520,Moscow Oblast,Russia,2020/09/05 09:28:32+00,55.5043158,38.0353929,69032,52313,1213,15506,,,"Moscow Oblast, Russia"
33.9999151,68.0000418,521,Murmansk Oblast,Russia,2020/09/05 09:28:32+00,68.0000418,33.9999151,13173,10682,169,2322,,,"Murmansk Oblast, Russia"
57.1686375,68.2755718500001,522,Nenets Autonomous Okrug,Russia,2020/09/05 09:28:32+00,68.27557185,57.1686375,316,114,0,202,,,"Nenets Autonomous Okrug, Russia"
44.0911594,55.4718033,523,Nizhny Novgorod Oblast,Russia,2020/09/05 09:28:32+00,55.4718033,44.0911594,28409,25331,492,2586,,,"Nizhny Novgorod Oblast, Russia"
44.6324493,42.7933611,524,North Ossetia - Alania Republic,Russia,2020/09/05 09:28:32+00,42.7933611,44.6324493,5037,4489,67,481,,,"North Ossetia - Alania Republic, Russia"
32.5169757,58.2843833,525,Novgorod Oblast,Russia,2020/09/05 09:28:32+00,58.2843833,32.5169757,4452,3314,86,1052,,,"Novgorod Oblast, Russia"
79.4813924,54.9720169,526,Novosibirsk Oblast,Russia,2020/09/05 09:28:32+00,54.9720169,79.4813924,11670,10413,376,881,,,"Novosibirsk Oblast, Russia"
73.5099936,56.0935263,527,Omsk Oblast,Russia,2020/09/05 09:28:32+00,56.0935263,73.5099936,9507,7974,211,1322,,,"Omsk Oblast, Russia"
36.0692477,52.9685433,528,Orel Oblast,Russia,2020/09/05 09:28:32+00,52.9685433,36.0692477,7278,5793,110,1375,,,"Orel Oblast, Russia"
54.7276647,52.0269262,529,Orenburg Oblast,Russia,2020/09/05 09:28:32+00,52.0269262,54.7276647,10387,9333,81,973,,,"Orenburg Oblast, Russia"
44.7879181,53.1655415,530,Penza Oblast,Russia,2020/09/05 09:28:32+00,53.1655415,44.7879181,8547,8003,112,432,,,"Penza Oblast, Russia"
56.3159546,58.5951603,531,Perm Krai,Russia,2020/09/05 09:28:32+00,58.5951603,56.3159546,8160,5712,220,2228,,,"Perm Krai, Russia"
134.726645,45.0819456,532,Primorsky Krai,Russia,2020/09/05 09:28:32+00,45.0819456,134.726645,9988,8311,107,1570,,,"Primorsky Krai, Russia"
28.8586826,57.5358729,533,Pskov Oblast,Russia,2020/09/05 09:28:32+00,57.5358729,28.8586826,4745,3527,65,1153,,,"Pskov Oblast, Russia"
40.7957942,47.6222451,534,Rostov Oblast,Russia,2020/09/05 09:28:32+00,47.6222451,40.7957942,17630,14995,373,2262,,,"Rostov Oblast, Russia"
40.5705246,54.4226732,535,Ryazan Oblast,Russia,2020/09/05 09:28:32+00,54.4226732,40.5705246,7308,6351,46,911,,,"Ryazan Oblast, Russia"
30.1586551,59.9606739,536,Saint Petersburg,Russia,2020/09/05 09:28:32+00,59.9606739,30.1586551,37620,26290,2522,8808,,,"Saint Petersburg, Russia"
129.642371,66.941626,537,Sakha (Yakutiya) Republic,Russia,2020/09/05 09:28:32+00,66.941626,129.642371,7622,6126,90,1406,,,"Sakha (Yakutiya) Republic, Russia"
143.448533,49.7219665,538,Sakhalin Oblast,Russia,2020/09/05 09:28:32+00,49.7219665,143.448533,4671,2858,0,1813,,,"Sakhalin Oblast, Russia"
50.8914633,53.2128813,539,Samara Oblast,Russia,2020/09/05 09:28:32+00,53.2128813,50.8914633,8993,7225,135,1633,,,"Samara Oblast, Russia"
46.8631952,51.6520555,540,Saratov Oblast,Russia,2020/09/05 09:28:32+00,51.6520555,46.8631952,12863,8344,80,4439,,,"Saratov Oblast, Russia"
33.0192065,55.0343496,541,Smolensk Oblast,Russia,2020/09/05 09:28:32+00,55.0343496,33.0192065,6239,5438,131,670,,,"Smolensk Oblast, Russia"
43.4406913,44.8632577,542,Stavropol Krai,Russia,2020/09/05 09:28:32+00,44.8632577,43.4406913,12628,8654,250,3724,,,"Stavropol Krai, Russia"
61.8021546,58.6414755,543,Sverdlovsk Oblast,Russia,2020/09/05 09:28:32+00,58.6414755,61.8021546,25910,20244,475,5191,,,"Sverdlovsk Oblast, Russia"
41.3578918,52.9019574,544,Tambov Oblast,Russia,2020/09/05 09:28:32+00,52.9019574,41.3578918,6879,6033,45,801,,,"Tambov Oblast, Russia"
52.4310427300001,55.7648572,545,Tatarstan Republic,Russia,2020/09/05 09:28:32+00,55.7648572,52.43104273,6644,5512,35,1097,,,"Tatarstan Republic, Russia"
82.0475315,58.6124279,546,Tomsk Oblast,Russia,2020/09/05 09:28:32+00,58.6124279,82.0475315,5942,4899,71,972,,,"Tomsk Oblast, Russia"
37.3690909,53.9570701,547,Tula Oblast,Russia,2020/09/05 09:28:32+00,53.9570701,37.3690909,9398,8291,331,776,,,"Tula Oblast, Russia"
35.1744428,57.1134475,548,Tver Oblast,Russia,2020/09/05 09:28:32+00,57.1134475,35.1744428,5524,4271,205,1048,,,"Tver Oblast, Russia"
70.3658837,58.8206488,549,Tyumen Oblast,Russia,2020/09/05 09:28:32+00,58.8206488,70.3658837,8012,7116,31,865,,,"Tyumen Oblast, Russia"
93.8582593,51.4017149,550,Tyva Republic,Russia,2020/09/05 09:28:32+00,51.4017149,93.8582593,6934,6276,65,593,,,"Tyva Republic, Russia"
52.6959832,57.1961165,551,Udmurt Republic,Russia,2020/09/05 09:28:32+00,57.1961165,52.6959832,3392,2788,49,555,,,"Udmurt Republic, Russia"
47.2324921,54.1463177,552,Ulyanovsk Oblast,Russia,2020/09/05 09:28:32+00,54.1463177,47.2324921,12550,10584,111,1855,,,"Ulyanovsk Oblast, Russia"
40.6561633,56.0503336,553,Vladimir Oblast,Russia,2020/09/05 09:28:32+00,56.0503336,40.6561633,6464,5568,197,699,,,"Vladimir Oblast, Russia"
44.2903582,49.6048339,554,Volgograd Oblast,Russia,2020/09/05 09:28:32+00,49.6048339,44.2903582,12607,9531,112,2964,,,"Volgograd Oblast, Russia"
43.1215213,60.0391461,555,Vologda Oblast,Russia,2020/09/05 09:28:32+00,60.0391461,43.1215213,3557,3114,43,400,,,"Vologda Oblast, Russia"
40.1506507,50.9800393,556,Voronezh Oblast,Russia,2020/09/05 09:28:32+00,50.9800393,40.1506507,14645,13558,123,964,,,"Voronezh Oblast, Russia"
74.3415488,67.1471631,557,Yamalo-Nenets Autonomous Okrug,Russia,2020/09/05 09:28:32+00,67.1471631,74.3415488,13640,13054,93,493,,,"Yamalo-Nenets Autonomous Okrug, Russia"
39.0021095,57.7781976,558,Yaroslavl Oblast,Russia,2020/09/05 09:28:32+00,57.7781976,39.0021095,7423,6894,38,491,,,"Yaroslavl Oblast, Russia"
115.956325,52.248521,559,Zabaykalsky Krai,Russia,2020/09/05 09:28:32+00,52.248521,115.956325,4770,4343,59,368,,,"Zabaykalsky Krai, Russia"
29.8739,-1.9403,560,,Rwanda,2020/09/05 09:28:32+00,-1.9403,29.8739,4304,2191,18,2095,,,Rwanda
-62.782998,17.357822,561,,Saint Kitts and Nevis,2020/09/05 09:28:32+00,17.357822,-62.782998,17,17,0,0,,,Saint Kitts and Nevis
-60.9789,13.9094,562,,Saint Lucia,2020/09/05 09:28:32+00,13.9094,-60.9789,26,26,0,0,,,Saint Lucia
-61.2872,12.9843,563,,Saint Vincent and the Grenadines,2020/09/05 09:28:32+00,12.9843,-61.2872,61,57,0,4,,,Saint Vincent and the Grenadines
12.4578,43.9424,564,,San Marino,2020/09/05 09:28:32+00,43.9424,12.4578,735,660,42,33,,,San Marino
6.6131,0.1864,565,,Sao Tome and Principe,2020/09/05 09:28:32+00,0.1864,6.6131,897,859,15,23,,,Sao Tome and Principe
45.079162,23.885942,566,,Saudi Arabia,2020/09/05 09:28:32+00,23.885942,45.079162,319141,295063,4015,20063,,,Saudi Arabia
-14.4524,14.4974,567,,Senegal,2020/09/05 09:28:32+00,14.4974,-14.4524,13881,9723,289,3869,,,Senegal
21.0059,44.0165,568,,Serbia,2020/09/05 09:28:32+00,44.0165,21.0059,31772,0,721,31051,,,Serbia
55.492,-4.6796,569,,Seychelles,2020/09/05 09:28:32+00,-4.6796,55.492,136,127,0,9,,,Seychelles
-11.779889,8.460555,570,,Sierra Leone,2020/09/05 09:28:32+00,8.460555,-11.779889,2041,1602,71,368,,,Sierra Leone
103.8333,1.2833,571,,Singapore,2020/09/05 09:28:32+00,1.2833,103.8333,56982,56174,27,781,,,Singapore
19.699,48.669,572,,Slovakia,2020/09/05 09:28:32+00,48.669,19.699,4526,2797,37,1692,,,Slovakia
14.9955,46.1512,573,,Slovenia,2020/09/05 09:28:32+00,46.1512,14.9955,3122,2483,135,504,,,Slovenia
46.199616,5.152149,574,,Somalia,2020/09/05 09:28:32+00,5.152149,46.199616,3332,2696,97,539,,,Somalia
22.9375,-30.5595,575,,South Africa,2020/09/05 09:28:32+00,-30.5595,22.9375,635078,557818,14678,62582,,,South Africa
31.307,6.877,576,,South Sudan,2020/09/05 09:28:32+00,6.877,31.307,2536,1290,47,1199,,,South Sudan
-4.7278,37.5443,577,Andalusia,Spain,2020/09/05 09:28:32+00,37.5443,-4.7278,33687,10671,1516,21500,,,"Andalusia, Spain"
-0.9057,41.5976,578,Aragon,Spain,2020/09/05 09:28:32+00,41.5976,-0.9057,27493,3772,1212,22509,,,"Aragon, Spain"
-5.8593,43.3614,579,Asturias,Spain,2020/09/05 09:28:32+00,43.3614,-5.8593,3498,1063,335,2100,,,"Asturias, Spain"
2.995148,39.710358,580,Baleares,Spain,2020/09/05 09:28:32+00,39.710358,2.995148,9191,1533,243,7415,,,"Baleares, Spain"
-0.7533,39.484,581,C. Valenciana,Spain,2020/09/05 09:28:32+00,39.484,-0.7533,26710,9970,1478,15262,,,"C. Valenciana, Spain"
-16.6291,28.2916,582,Canarias,Spain,2020/09/05 09:28:32+00,28.2916,-16.6291,8302,1537,179,6586,,,"Canarias, Spain"
-3.9878,43.1828,583,Cantabria,Spain,2020/09/05 09:28:32+00,43.1828,-3.9878,4561,2287,225,2049,,,"Cantabria, Spain"
-3.0977,39.2796,584,Castilla - La Mancha,Spain,2020/09/05 09:28:32+00,39.2796,-3.0977,25737,6392,3048,16297,,,"Castilla - La Mancha, Spain"
-4.3976,41.8357,585,Castilla y Leon,Spain,2020/09/05 09:28:32+00,41.8357,-4.3976,30531,8716,2856,18959,,,"Castilla y Leon, Spain"
1.5209,41.5912,586,Catalonia,Spain,2020/09/05 09:28:32+00,41.5912,1.5209,114987,26203,5761,83023,,,"Catalonia, Spain"
-5.3213,35.8894,587,Ceuta,Spain,2020/09/05 09:28:32+00,35.8894,-5.3213,308,163,5,140,,,"Ceuta, Spain"
-6.0679,39.4937,588,Extremadura,Spain,2020/09/05 09:28:32+00,39.4937,-6.0679,5583,2652,530,2401,,,"Extremadura, Spain"
-8.1339,42.5751,589,Galicia,Spain,2020/09/05 09:28:32+00,42.5751,-8.1339,15480,9204,652,5624,,,"Galicia, Spain"
-2.5396,42.2871,590,La Rioja,Spain,2020/09/05 09:28:32+00,42.2871,-2.5396,6037,3107,374,2556,,,"La Rioja, Spain"
-3.7038,40.4168,591,Madrid,Spain,2020/09/05 09:28:32+00,40.4168,-3.7038,136901,40736,8728,87437,,,"Madrid, Spain"
-2.9381,35.2923,592,Melilla,Spain,2020/09/05 09:28:32+00,35.2923,-2.9381,413,125,3,285,,,"Melilla, Spain"
-1.1307,37.9922,593,Murcia,Spain,2020/09/05 09:28:32+00,37.9922,-1.1307,7017,2180,157,4680,,,"Murcia, Spain"
-1.6761,42.6954,594,Navarra,Spain,2020/09/05 09:28:32+00,42.6954,-1.6761,10547,3905,536,6106,,,"Navarra, Spain"
